System Code,SKU,Product,HS Code,Bar Code,MRP,Sale Price,Main Category,Brand,Make Up City - North,Liquidation Stock RWL,Tariq Trader Warehouse (PSH),FOC Warehouse - Rawalpindi,Tester Warehouse - Rawalpindi,Damage & Expire Warehouse - Rawalpindi,Commercial/Fresh Stock,Stock In Transit,Total,Status
7096,7267,MF LIPFINITY 390 ALL DAY SEDUCTIVE - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7097,7268,MF LIPFINITY 001 PEARLY NUDE - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,5,0,5,Ongoing
7098,7269,MF LIPFINITY 003 MELLOW ROSE - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7099,7270,MF LIPFINITY 010 WHISPER - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7100,7271,MF LIPFINITY 015 ETHERAL - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
7102,7273,MF LIPFINITY 020 ANGELIC - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7103,7274,MF LIPFINITY 030 COOL - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
7104,7275,MF LIPFINITY 040 VIVACIOUS - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7105,7276,MF LIPFINITY 055 SWEET - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7107,7278,MF LIPFINITY 102 GLISTENING - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7108,7279,MF LIPFINITY 108 FRIVOLOUS - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7109,7280,MF LIPFINITY 110 PASSIONATE - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
7110,7281,MF LIPFINITY 115 CONFIDENT - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
7111,7282,MF LIPFINITY 120 HOT - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
7113,7284,MF LIPFINITY 140 CHARMING - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7114,7285,MF LIPFINITY 150 BARE - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7117,7288,MF LIPFINITY 190 INDULGENT - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
7120,7291,MF LIPFINITY 310 ESSENTIAL VIOLET - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7121,7292,MF LIPFINITY 330 ESSENTIAL BURGUNDY - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7122,7293,MF LIPFINITY 350 ESSENTIAL BROWN - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,8,0,8,Ongoing
7123,7294,MF LIPFINITY 127 SO ALLURING - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7125,7296,MF LIPFINITY 355 EVER LUSTROUS - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
7126,7297,MF LIPFINITY LNGLASTING STAY EXCLUSIV 10 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,9,0,9,Ongoing
7127,7298,MF LIPFINITY LNGLASTING EVRMR SUBLIM 20 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7128,7299,MF LIPFINITY LNGLASTING EVER SUMPTOUS 25 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7129,7300,MF LIPFINITY LNGLASTING JUST DELUXE 35 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
7130,7301,MF LIPFINITY LNGLASTING ALWAYS CHIC 40 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7131,7302,MF LIPFINITY LNGLASTING SO VIVID 45 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7132,7303,MF LIPFINITY LNGLASTING JUST ALLURING 50 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,9,0,9,Ongoing
7133,7304,MF LIPFINITY LNGLASTING EVRMR LUSH 60 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,8,0,8,Ongoing
7134,7305,MF LIPFINITY LNGLASTING SO LUXURIANT 65 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,8,0,8,Ongoing
7135,7306,MF LIPFINITY LNGLASTING ALWYS ELEGANT 70 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,12,0,12,Ongoing
7136,7307,MF CE MATTE BULLET NUDE 05 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7138,7309,MF CE MATTE BULLET FLAME 15 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7139,7310,MF CE MATTE BULLET ROSE 20 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
7140,7311,MF CE MATTE BULLET BLUSH 25 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7142,7313,MF CE MATTE BULLET LOVE 35 - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,14,0,14,Ongoing
7145,7316,MF FF AD FND RG LID FND 30m1 NTURAL 181V Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
7154,7326,MF 2000 WP RG MASC 9ml BLACK 18 IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7155,7327,MF MP MASC RG RG MASC 4.5ml BLK BRN 18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7156,7328,MF MP MAX MASC RG MASC 7.2ml BLK 18 IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7157,7329,MF MP MAX MASC RG MASC 7.2ml D BLUE 18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7163,7335,MF 2000 WP RG MASC 9ml BLACK BRWN 18 IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
7164,7336,MF MP MASC RG RG MASC 4.5ml BLK 18 IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
7165,7337,MF MP MASC WP RG MASC 4.5ml BLK BRW 18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
7166,7338,MF FLE MSC RG RG13ml MASC BLACK/BRWN18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
7167,7339,MF FF AD FND RG LIQ FND 30ml PRCLIN 18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7168,7340,MF FF AD FND RG LIQ FND 30ml CRYSTL 18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,23,0,23,Ongoing
7170,7342,MF FF AD FND RG LIQ FND 30ml W ALMO 18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
7171,7343,MF FF AD FND RG LIQ FND 30ml BRONZE 18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7176,7348,MF LF L/COL RG L/G2.3ml SO IRRSISTI 18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
7178,7350,MF MIR GLO RG PRIMER ILLUMINAT 15ml 18IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,19,0,19,Ongoing
7180,7352,MF EXC LG-W RG 04 EXCES CHARCOAL 18IV - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7183,7355,MF FF AD FND RG LID FND 30m1 GOLDEN 181V - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,5,0,5,Ongoing
7188,7360,MF FF AD FND RG LIQ FND 30m1 PERAL 181V - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
7196,7368,MF LF UCOL RG UG2.3m1 JUST BEWCHNG18IV - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,5,0,5,Ongoing
7202,7374,MF MP MASC WP RG MASC 4.5m1 BLACK 18 IV - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
7203,7375,MF MP NUDE PAL RG 01 CAPPUCCINO 18IV - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,5,0,5,Ongoing
7204,7376,MF MP NUDE PAL RG 02 GOLDEN 181V - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
7205,7377,MF MP NUDE PAL RG 03 ROSE 18 IV - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,9,0,9,Ongoing
7209,7381,MF Luminous Lif FND 033 Crystal Bei - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
7210,7382,MF Luminous Lif FND 040 Light Ivory - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,5,0,5,Ongoing
7211,7383,MF Luminous Lif FND 045 Warm Almond - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
7212,7384,MF Luminous Lift FND 047 Nude - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7213,7385,MF Luminous Lift FND 050 Natural - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7215,7387,MF Luminous Lift FND 060 Sand - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7216,7388,MF Luminous Lif FND 075 Golden - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7219,7391,MF Luminous Lif FND 085 Caramel - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7221,7393,MF Luminous Lift FND 095 Tawny - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
7227,7399,MF0027 Max Factor MF Mattifying Prim - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,26,0,26,Ongoing
7236,7408,MF EFINITY SMK E PL 02 BCKCHR BSHCOP - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
7516,7693,MF COLOUR ELIXIR VELVET MATTE 50 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
9772,7557,LIP PALLETTE - Nudes - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
9774,7561,MF Luminous Lift FND 030 Porcelain - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,11,0,11,Ongoing
9775,7562,MF Luminous Lift FND 033 Crystal Beige - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
9776,7563,MF Luminous Lift FND 070 Warm Sand - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
9777,7564,MF Luminous Lift FND 040 Light Ivory - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
9778,7565,MF Luminous Lift FND 045 Warm Almond - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
9779,7566,MF Luminous Lift FND 047 Nude - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
9780,7567,MF Luminous Lift FND 050 Natural - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
9781,7568,MF Luminous Lift FND 055 Beige - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
9782,7569,MF Luminous Lift FND 060 Sand - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
9783,7570,MF Luminous Lift FND 076 Warm Honey - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
9784,7571,MF Luminous Lift FND 075 Golden - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
9786,7573,MF Luminous Lift FND 082 Golden Toffee - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
9787,7574,MF Luminous Lift FND 080 Bronze - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
9788,7575,MF Luminous Lift FND 085 Caramel - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
9789,7576,MF Luminous Lift FND 090 Toffee - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
9790,7577,MF Luminous Lift FND 095 Tawny - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
9794,7581,MF Luminous Lift CONC 003 Medium - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
9795,7582,MF Luminous Lift CONC 004 Deep - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
9797,7584,MF Luminous Lift CONC 015 Nude - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
9798,7585,MF Luminous Lift CONC 025 Sand - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
9799,7586,MF Luminous Lift CONC 035 Honey - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
9800,7587,COLOUR CORRECTING COOLING CALMING PRIMER - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
9802,7589,MF MP K KAJAL RG BLACK 18 IV - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,35,0,35,Ongoing
9803,7590,MF MP K KAJAL RG AZURE 18 IV - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,9,0,9,Ongoing
9812,7599,MF LF VM RG RED ALLURE 090 18IV - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
9813,7600,MF MIR VEIL RG LOOSE POWDER - Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,5,0,5,Ongoing
9875,7694,MF COLOUR ELIXIR VELVET MATTE 60 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
10947,7695,MF COLOUR ELIXIR VELVET MATTE 65 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
10951,7696,MF FACEFINITY CONCEALER 40 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13106,7697,MF FACEFINITY CONCEALER 70 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13108,7699,MF Facefinity All Day Matte Panstik 10 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
13351,7672,MF MP Skin Improving Foundation 24H Hydration 30 Porcelain Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,11,0,11,Ongoing
13352,7673,MF MP Skin Improving Foundation 24H Hydration 40 Light Ivory Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,14,0,14,Ongoing
13353,7674,MF MP Skin Improving Foundation 24H Hydration 75 Golden Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
13354,7675,MF MP Skin Improving Foundation 24H Hydration 76 Warm Golden Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13355,7684,MF MP Skin Improving Foundation 24H Hydration 70 Warm Honey Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,17,0,17,Ongoing
13431,7701,MF Facefinity All Day Matte Panstik 44 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
13432,7702,MF Facefinity All Day Matte Panstik 99 Chestnut Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13433,7703,MF Brow Revival 003 BROWN Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13434,7704,MF Brow Revial 002 Soft BROWN Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13435,7705,MF Brow Revival 005 Black BROWN Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13436,7706,MF FACEFINITY CONCEALER 60 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13437,7707,MF FACEFINITY CONCEALER 80 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13438,7708,MF Facefinity All Day Matte Panstik 76 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13439,7709,MF FACE FINITY 3-IN-1 FDN 91 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13440,7710,MF FACE FINITY 3-IN-1 FDN 70 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13441,7711,MF FACE FINITY 3-IN-1 FDN 78 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13442,7712,MF FACE FINITY 3-IN-1 FDN 89 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13443,7713,MF FACE FINITY 3-IN-1 FDN 98 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13444,7714,MF FACE FINITY BRONZER POWDER 01 LIGHT Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13445,7715,MF FACE FINITY BRONZER POWDER 01 TAN Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13446,7716,MF CR ME PUFF PRESSED P Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
13447,7717,MF EYEFINITY ALL DAY SHADOW DIVINEAMBER 003 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13448,7718,MF EYEFINITY ALL DAY SHADOW LOVELY ROSE 001 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13449,7719,MF EYEFINITY ALL DAY SHADOW PRCIOUSGOLD 002 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13450,7720,MF EYEFINITY ALL DAY SHADOW Soft CHESTNUT 008 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13451,7721,MF EYEFINITY ALL DAY SHADOW SLTRYBRGUNDY009 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13452,7722,MF EYEFINITY ALL DAY SHADOW TEASNGBRONZE004 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13453,7723,MF Facefinity All Day Matte Panstik 105 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13454,7724,MF Facefinity All Day Matte Panstik 110 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13455,7725,MF Facefinity All Day Matte Panstik 45 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13456,7726,MF Facefinity All Day Matte Panstik 55 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13457,7727,MF Facefinity All Day Matte Panstik 62 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13458,7728,MF Facefinity All Day Matte Panstik 70 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13459,7729,MF Facefinity All Day Matte Panstik 78 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13460,7730,MF Facefinity All Day Matte Panstik 84 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13461,7731,MF Facefinity All Day Matte Panstik 89 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13462,7732,MF Facefinity All Day Matte Panstik 98 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13463,7636,MF CE SFT MTT 005 SAND CLOUD 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,7,0,7,Ongoing
13464,7637,MF CE SFT MTT 010 MUTED RUSSET 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,14,0,14,Ongoing
13465,7638,MF CE SFT MTT 015 ROSE DUST 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,16,0,16,Ongoing
13466,7639,MF CE SFT MTT 020 BLUSH PEONY 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,13,0,13,Ongoing
13467,7640,MF CE SFT MTT 030 CRUSHED RUBY 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,14,0,14,Ongoing
13468,7641,MF CE SFT MTT 035 FADED RED 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,15,0,15,Ongoing
13469,7642,MF CE SFT MTT 040 SOFT BERRY 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,15,0,15,Ongoing
13470,7643,MF COLOUR ELIXIR VELVET MATTE LPK 45 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13471,7644,MF COLOUR ELIXIR VELVET MATTE LPK 55 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13472,7645,MF COLOUR ELIXIR VELVET MATTE LPK 40 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,6,0,6,Ongoing
13473,7648,MF FACEFINITY CONCEALER 20 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
13474,7649,MF FACEFINITY ALL DAY CONCEALER 30 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13475,7650,MF FACEFINITY ALL DAY CONCEALER 50 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
13477,7651,MF FF AD FND FACEFINITY C10 19 EN Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,24,0,24,Ongoing
13478,7652,MF FF AD FND FACEFINITY N42 19 EN Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
13479,7653,MF FF AD FND FACEFINITY N32 19 EN Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,34,0,34,Ongoing
13481,7656,MF FF AD FND FACEFINITY W44 19 EN Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13482,7657,MF FF BLSH PWD BLUSH DEL APR040 21IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
13483,7658,MF FF BLSH PWD BLUSH SUN ROS050 21IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13484,7660,MF FF CFND PRSD PWD COMP WP 031 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
13485,7661,MF FF HGLTR NUD BEAM01 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
13486,7662,MF FF HGLTR GLD HOUR02 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
13487,7663,MF FF HGLTR BRNZ GLOW03 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13488,7664,MF LP FND RESTAGE GOLD BEIGE107 21IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,1,0,1,Ongoing
13490,7666,MF MP NUDE PAL ES PAL 6.5g 001 21IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13491,7669,MF MP NUDE PAL ES PAL 6.5g 004 21IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13492,7670,MF MP NUDE PAL ES PAL 6.5g 005 21IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
13493,7671,MF BF SPF P MRCLE PROT BEAU 19 IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,8,0,8,Ongoing
13494,7676,MF BRW SCPT KIT BROWDUO DRK 3 20EXP Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13495,7677,MF BRW SCPT KIT BROWDUO MED 2 20EXP Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13496,7678,MF BRW FnSHPE 0088 Medium Brown 003 20EXP Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13497,7679,MF BRW FnSHPE 88 BLCK BRN005 20EXP Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13498,7680,MF BRW FnSHPE 88 DEEP BRN004 20EXP Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,11,0,11,Ongoing
13499,7681,MF COL XPE ST CRUS BLO02 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
13500,7682,MF COL XPE ST CRUS BLO Hazy San 03 20IV Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13501,7733,MF FF PRSD PWD Compact Warm Golden 076 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,4,0,4,Ongoing
13502,7655,MF FF AD FND FACEFINITY Warm 76 Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
13503,7622,MF MP NUDE PAL E/S 007 Matte Sunset Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,2,0,2,Ongoing
13504,7623,MF MP NUDE PAL E/S 008 Matte Sand Tester,0,0.00,0,0,Tester,Max factor,0,0,0,0,0,0,3,0,3,Ongoing
