System Code,SKU,Product,HS Code,Bar Code,MRP,Sale Price,Main Category,Brand,Make Up City - North,Liquidation Stock RWL,Tariq Trader Warehouse (PSH),FOC Warehouse - Rawalpindi,Tester Warehouse - Rawalpindi,Damage & Expire Warehouse - Rawalpindi,Commercial/Fresh Stock,Stock In Transit,Total,Status
10494,8592,BOURJOIS DEPUIS 1863 OMBRE A PAUPIERES EYESHADOW 02,3304.2,3052503920238.00,1390,945,Commercial,Bourjois,0,0,0,0,0,1,0,0,1,PSL
10495,8695,ALWAYS FABULOUS Powder 115-Golden Ivory,3304.911,3616303065683.00,4280,2910,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
11609,8608,ALWAYS FAB. LIQUID - 120 - Light Ivory,3304.919,3614228413428.00,5350,3638,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
11610,8609,ALWAYS FAB. LIQUID - 125 - Ivory,3304.919,3614228413435.00,5350,3638,Commercial,Bourjois,1,0,0,0,0,1,0,0,2,Ongoing
11613,8612,ALWAYS FAB. LIQUID - 410 - Golden beige,3304.919,3614228413480.00,5350,3638,Commercial,Bourjois,2,1,0,0,0,0,19,0,22,Ongoing
11621,8620,Healthy Mix Powder - 03 - Beige Rose,3304.911,3616301036975.00,6410,4359,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
11623,8622,Healthy Mix Powder - 04 - Beige Dore,3304.911,3616301037002.00,6410,4359,Commercial,Bourjois,3,0,0,0,0,0,15,0,18,Ongoing
11625,8624,Healthy Mix Powder - 06 - Miel,3304.911,3616301036951.00,5780,3930,Commercial,Bourjois,6,0,0,0,0,0,0,0,6,PSL
11626,8625,LINER PINCEAU RE-STAGE - BLUE,3304.2,3614228411653.00,3370,2292,Commercial,Bourjois,4,0,0,0,0,4,0,0,8,PSL
11627,8626,LINER PINCEAU RE-STAGE - GOLD,3304.2,3614228411684.00,3370,2292,Commercial,Bourjois,5,0,0,0,0,0,10,0,15,PSL
11629,8628,LINER PINCEAU RE-STAGE - ULTRA BLACK,3304.2,3614228411622.00,4280,2910,Commercial,Bourjois,1,0,0,0,0,1,0,0,2,Ongoing
11634,8633,NOHA GLOW PALETTE,3304.999,3614228049764.00,6630,4508,Commercial,Bourjois,2,0,0,0,0,1,53,0,56,PSL
11636,8635,ROUGE VELVET INK LIPSTICK - 1 - BEIGE DE JOUR,3304.1,3614228410823.00,3720,2530,Commercial,Bourjois,4,0,0,0,0,1,43,0,48,PSL
11638,8637,ROUGE VELVET INK LIPSTICK - 10 - RE(D)BELLE,3304.1,3614228410915.00,5670,3856,Commercial,Bourjois,0,0,0,0,0,2,0,0,2,Ongoing
11639,8638,ROUGE VELVET INK LIPSTICK - 11 - RAISIN-TERDIT,3304.1,3614228410922.00,3720,2530,Commercial,Bourjois,4,0,0,0,0,0,88,0,92,PSL
11640,8639,ROUGE VELVET INK LIPSTICK - 13 - BEIGE-SELLER,3304.1,3614228410946.00,3720,2530,Commercial,Bourjois,2,1,0,0,0,0,42,0,45,PSL
11642,8641,ROUGE VELVET INK LIPSTICK - 15 - SWEET DAR(K)LING,3304.1,3614228410960.00,5670,3856,Commercial,Bourjois,2,3,0,0,0,0,0,0,5,Ongoing
11643,8642,ROUGE VELVET INK LIPSTICK - 16 - WINE MORE TIME,3304.1,3614228410977.00,5670,3856,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
11644,8643,ROUGE VELVET INK LIPSTICK - 17 - GRENAD-DICT,3304.1,3614228410984.00,5670,3856,Commercial,Bourjois,2,1,0,0,0,2,0,0,5,Ongoing
11646,8645,ROUGE VELVET INK LIPSTICK - 2 - BELLE INCO-NUDE,3304.1,3614228410830.00,3720,2530,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,PSL
11647,8646,ROUGE VELVET INK LIPSTICK - 3 - ROSE ME TENDER,3304.1,3614228410847.00,5670,3856,Commercial,Bourjois,2,1,0,0,0,0,0,0,3,Ongoing
11648,8647,ROUGE VELVET INK LIPSTICK - 4 - MAUVE SWEET MAUVE,3304.1,3614228410854.00,5670,3856,Commercial,Bourjois,4,0,0,0,0,0,19,0,23,Ongoing
11649,8648,ROUGE VELVET INK LIPSTICK - 5 - PRALINETTE,3304.1,3614228410861.00,5670,3856,Commercial,Bourjois,3,0,0,0,0,2,26,0,31,Ongoing
11650,8649,ROUGE VELVET INK LIPSTICK - 6 - ROSE & MERVEILLE,3304.1,3614228410878.00,5670,3856,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
11651,8650,ROUGE VELVET INK LIPSTICK - 7 - FUSHIA CHA CHA,3304.1,3614228410885.00,3720,2530,Commercial,Bourjois,2,0,0,0,0,0,36,0,38,PSL
11652,8651,ROUGE VELVET INK LIPSTICK - 8 - COQUELIC HOT,3304.1,3614228410892.00,3720,2530,Commercial,Bourjois,3,0,0,0,0,0,69,0,72,PSL
11653,8652,ROUGE VELVET INK LIPSTICK - 9 - ROUGE R VES,3304.1,3614228410908.00,5670,3856,Commercial,Bourjois,2,2,0,0,0,3,0,0,7,Ongoing
11656,8655,BJS RGE VELV RG LIPSTICK 41 - Parisian sunset,3304.1,3614229339314.00,4170,2836,Commercial,Bourjois,0,1,0,0,0,0,0,0,1,PSL
11661,8660,ROUGE VELVET THE LIPSTICK 35 - PERFECT DATE,3304.1,3614229339260.00,5350,3638,Commercial,Bourjois,2,1,0,0,0,0,0,0,3,Ongoing
11663,8662,ROUGE VELVET THE LIPSTICK 36 - SWEET DELIGHT,3304.1,3614229339277.00,5350,3638,Commercial,Bourjois,0,0,0,0,0,1,0,0,1,Ongoing
11668,8667,Twist Matic Kajal 03 Henna dorable,3304.2,3616300771341.00,2680,1822,Commercial,Bourjois,0,0,0,0,0,1,0,0,1,PSL
11671,8670,Twist Matic Kajal 06 Menth ousiaste,3304.2,3616300771327.00,2680,1822,Commercial,Bourjois,0,0,0,0,0,1,0,0,1,PSL
12859,8671,ROUGE VELVET INK LIPSTICK - 18 - ALL ABOUT BROWN,3304.1,3614228410991.00,5670,3856,Commercial,Bourjois,0,0,0,0,0,1,0,0,1,Ongoing
13052,8673,Contour Clubbing shade 72 - blue,3304.2,3616300771280.00,2680,1822,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,Ongoing
13053,8674,Contour Clubbing shade 73 - Plum berry,3304.2,3616300771273.00,2680,1822,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
13054,8675,ROUGE VELVET THE LIPSTICK 33 - ROSE WATER,3304.1,3614229339291.00,5350,3638,Commercial,Bourjois,3,1,0,0,0,0,1,0,5,Ongoing
13055,8676,Brjs Volume Glamour Masc Coup de Foudre 03 Noir Black,3304.2,3616300771785.00,3530,2400,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
13056,8677,Brjs Volume Glamour Masc Coup de Theatre 02 Noir Black,3304.2,3616300771761.00,3530,2400,Commercial,Bourjois,2,0,0,0,0,2,0,0,4,Ongoing
13057,8678,Brjs Volume Glamour Eyeshadow Palette 01 Intense look,3304.2,3616302467389.00,4280,2910,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
13058,8679,Brjs Volume Glamour Eyeshadow Palette 02 Cheeky Look,3304.2,3616302467372.00,4280,2910,Commercial,Bourjois,4,0,0,0,0,0,0,0,4,Ongoing
13145,8685,ALWAYS FABULOUS Powder 108-Apricot Ivory,3304.911,3616303065584.00,5130,3488,Commercial,Bourjois,5,0,0,0,0,0,2,0,7,Ongoing
13146,8686,ALWAYS FABULOUS BRONZER,3304.999,3616301175773.00,4710,3203,Commercial,Bourjois,3,0,0,0,0,1,0,0,4,Ongoing
13147,8687,BJS BROW E BPEN 1 4G 0 05OZ 002SBRWN IV,3304.2,3616303184209.00,2410,1639,Commercial,Bourjois,0,1,0,0,0,0,0,0,1,Ongoing
13150,8690,ROUGE VELVET INK LIPSTICK - 21 - TAUPE UCCINO,3304.1,3616300771433.00,5670,3856,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
13151,8691,ROUGE VELVET INK LIPSTICK - 20 - BROWNISTA,3304.1,3616300771396.00,5670,3856,Commercial,Bourjois,0,0,0,0,0,1,0,0,1,Ongoing
13152,8692,ROUGE VELVET INK LIPSTICK - 22 - MAUVE O CLOCK,3304.1,3616300771419.00,5670,3856,Commercial,Bourjois,4,2,0,0,0,0,38,0,44,Ongoing
13153,8693,ROUGE VELVET INK LIPSTICK - 24 - CUP OF ROSE,3304.1,3616300771426.00,5670,3856,Commercial,Bourjois,4,0,0,0,0,1,0,0,5,Ongoing
13154,8694,ROUGE VELVET INK LIPSTICK - 26 - HAUTE CHOCOLATE,3304.1,3616300771372.00,5670,3856,Commercial,Bourjois,0,2,0,0,0,1,0,0,3,Ongoing
13216,8696,ALWAYS FABULOUS Powder 215-Golden Vanilla,3304.911,3616302732852.00,5130,3488,Commercial,Bourjois,5,0,0,0,0,0,0,0,5,Ongoing
13217,8697,ALWAYS FABULOUS Powder 310-Beige,3304.911,3616303065430.00,5130,3488,Commercial,Bourjois,2,0,0,0,0,0,19,0,21,Ongoing
13218,8699,ROUGE VELVET INK LIPSTICK - 19 - MADAME MACHIATO,3304.1,3616300771389.00,4070,2768,Commercial,Bourjois,2,0,0,0,0,0,17,0,19,PSL
13219,8700,ROUGE VELVET INK LIPSTICK - 23 - PINK PAR-TEA,3304.1,3616300771402.00,5670,3856,Commercial,Bourjois,2,0,0,0,0,2,0,0,4,Ongoing
13220,8701,ROUGE VELVET INK LIPSTICK - 25 - BERRY CHAUD-COLAT,3304.1,3616300771440.00,5670,3856,Commercial,Bourjois,2,0,0,0,0,1,0,0,3,Ongoing
13221,8702,TWIST UP FIBER EXTREME,3304.2,3614228412537.00,4600,3128,Commercial,Bourjois,0,1,0,0,0,0,0,0,1,Ongoing
13384,8704,BOURJOIS Paris Twist Up The Volume Mascara,3304.2,3616302736904.00,4600,3128,Commercial,Bourjois,4,0,0,0,0,1,0,0,5,Ongoing
13385,8705,BOURJOIS Paris Twist Up The Volume 001 Ultra Black,3304.2,3616302737352.00,4600,3128,Commercial,Bourjois,4,0,0,0,0,0,8,0,12,Ongoing
13670,8708,BJS Healthy Mix Tinted Beautifier 004 MEDIUM 30 ML,3304.919,3616303011154.00,5350,3638,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,Ongoing
13835,8709,BJS Promo Twist - Up Ultra Masc & Balm Booster Masc,3304.2,3616304547072.00,7590,5161,Commercial,Bourjois,4,0,0,0,0,0,17,0,21,Ongoing
19350,8710,Bjs Healthy Mix Nail Polish 100 Blanc hantement,3304.301,3616303185749.00,1650,1122,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
19351,8711,Bjs Healthy Mix Nail Polish 125 Very Generose,3304.301,3616303185695.00,1650,1122,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
19352,8712,Bjs Healthy Mix Nail Polish 200 Once & Flo-ral,3304.301,3616303185763.00,1650,1122,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
19353,8713,Bjs Healthy Mix Nail Polish 250 Berry Cute,3304.301,3616303185701.00,1650,1122,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
19357,8717,Bjs Healthy Mix TOP COAT,3304.301,3616303185756.00,1650,1122,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
19423,8718,Bourjois Promo Twist up Masc 001 Ultra Black + Khol & Contour Eye Penc,3304.2,3616304547133.00,4800,3264,Commercial,Bourjois,2,0,0,0,0,0,36,0,38,Ongoing
19424,8719,Bourjois Healthy Mix Clean Concealer - 52 Beige,3304.919,3616303915261.00,4700,3196,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
19425,8720,Bourjois Healthy Mix Clean Concealer - 53 Golden Beige,3304.919,3616303915285.00,4700,3196,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
19427,8722,Bourjois Healthy Mix Clean Concealer - 58 Caramel,3304.919,3616303915315.00,4700,3196,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
19428,8723,Bourjois Healthy Mix Clean Primer,3304.919,3616303915551.00,4700,3196,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
19429,8724,Bourjois Healthy Mix Clean Vegan Foundation 052 Vanilla,3304.919,3616303397166.00,5990,4073,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
19430,8725,Bourjois Healthy Mix Clean Vegan Foundation 51.2 Golden Vanilla,3304.919,3616303397173.00,5990,4073,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
19431,8726,Bourjois Healthy Mix Clean Vegan Foundation 52.2 Golden Beige,3304.919,3616303397203.00,5990,4073,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
19432,8727,Bourjois Healthy Mix Clean Vegan Foundation 056 Light Bronze,3304.919,3616303397227.00,5990,4073,Commercial,Bourjois,4,1,0,0,0,0,55,0,60,Ongoing
19433,8728,Bourjois Healthy Mix Clean Vegan Foundation 054 Beige,3304.919,3616303397265.00,5990,4073,Commercial,Bourjois,4,0,0,0,0,0,33,0,37,Ongoing
19434,8729,Bourjois Healthy Mix Clean Vegan Foundation 051 Light Vanilla,3304.919,3616303397319.00,5990,4073,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
19435,8730,Bourjois Healthy Mix Clean Vegan Foundation 055 Deep Beige,3304.919,3616303397326.00,5990,4073,Commercial,Bourjois,4,0,0,0,0,0,94,0,98,Ongoing
19436,8731,Bourjois Healthy Mix Clean Vegan Foundation 053 Light Beige,3304.919,3616303397364.00,5990,4073,Commercial,Bourjois,1,1,0,0,0,0,13,0,15,Ongoing
19437,8732,Bourjois Healthy Mix Clean & Vegan Compact Poeder - 02 Vanilla,3304.911,3616303915117.00,6830,4644,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,Ongoing
19438,8733,Bourjois Healthy Mix Clean & Vegan Compact Poeder - 03 Rose Beige,3304.911,3616303915124.00,6830,4644,Commercial,Bourjois,3,0,0,0,0,0,16,0,19,Ongoing
19439,8734,Bourjois Healthy Mix Clean & Vegan Compact Poeder - 04 Golden Beige,3304.911,3616303915131.00,6830,4644,Commercial,Bourjois,5,0,0,0,0,0,73,0,78,Ongoing
19761,8735,Brjs Twist-Up Mascara The Volume 001 Ult Black & Twist Matic Kajal,3304.2,3616303408053.00,4800,3264,Commercial,Bourjois,5,0,0,0,0,0,6,0,11,Ongoing
19875,8737,Bourjois Lipstick and lip liner 2 in 1 Velvet The Pencil - 01 Nudiful,3304.301,3616304016172.00,3100,2108,Commercial,Bourjois,1,1,0,0,0,0,0,0,2,Ongoing
19877,8739,Bourjois Lipstick and lip liner 2 in 1 Velvet The Pencil - 03 In Mauve Again,3304.301,3616304016202.00,3100,2108,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,Ongoing
19878,8740,Bourjois Lipstick and lip liner 2 in 1 Velvet The Pencil - 04 Less Is Brown,3304.301,3616304016196.00,3100,2108,Commercial,Bourjois,1,0,0,0,0,1,0,0,2,Ongoing
19959,8742,ROUGE VELVET INK LIPSTICK - 12 - Belle Brune,3304.1,3614228410939.00,3720,2530,Commercial,Bourjois,4,0,0,0,0,0,0,0,4,0
19960,8743,ROUGE VELVET INK LIPSTICK - 14 - Utaupie,3304.1,3614228410953.00,3720,2530,Commercial,Bourjois,2,0,0,0,0,0,46,0,48,Ongoing
19997,8745,BJS - Healthy mix serum foundation makeup base 51 Light Vanilla,3304.919,3616305210067.00,6000,4080,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,0
19998,8746,BJS - Healthy mix serum foundation makeup base 52W Vanilla,3304.919,3616305210074.00,6000,4080,Commercial,Bourjois,5,0,0,0,0,0,5,0,10,0
19999,8747,BJS - Healthy mix serum foundation makeup base 53W-Light Beige,3304.919,3616305210111.00,6000,4080,Commercial,Bourjois,5,0,0,0,0,0,11,0,16,0
20000,8748,BJS - Healthy mix serum foundation makeup base 55N-deep beige,3304.919,3616305210098.00,6000,4080,Commercial,Bourjois,2,0,0,0,0,0,24,0,26,0
20003,8751,BJS - Lipstick and lip liner 2 in 1 Velvet The Pencil - 07,3304.1,3616304016240.00,2500,1700,Commercial,Bourjois,2,0,0,0,0,0,11,0,13,0
20005,8753,BJS - Healthy Mix serum Foundation 54 Beige,3304.919,3616305210135.00,6000,4080,Commercial,Bourjois,6,0,0,0,0,0,27,0,33,0
20010,8758,BJS - Velvet Contour Lip Liner 35 Perfect Date,3304.1,3616305492685.00,2500,1700,Commercial,Bourjois,0,0,0,0,0,1,0,0,1,0
20011,8759,BJS MULT PRMSET TWUP & KOHL & VEL LP MEA,3304.999,3616305513137.00,9000,6120,Commercial,Bourjois,3,0,0,0,0,0,24,0,27,0
20012,8760,BJS MULT PRM SET ELP3 2.4G+2.4G+2.4G MEA,3304.999,3616304350115.00,11000,7480,Commercial,Bourjois,3,0,0,0,0,0,106,0,109,0
20108,8762,BJS always Fabulous Concealer 350 Light Sand,3304.919,3616305360106.00,4280,2910,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,0
20110,8764,BJS always fabulous powder foundation 115-Golden Ivory,3304.911,3616305133045.00,5599,3807,Commercial,Bourjois,1,0,0,0,0,1,0,0,2,0
20111,8765,BJS always fabulous powder foundation 210-Vanilla,3304.911,3616305133076.00,5599,3807,Commercial,Bourjois,4,0,0,0,0,0,0,0,4,0
20112,8766,BJS always fabulous powder foundation 300-Rose Sand,3304.911,3616305133069.00,5599,3807,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,0
20113,8767,BJS always fabulous powder foundation 310-Beige,3304.911,3616305133090.00,5599,3807,Commercial,Bourjois,3,0,0,0,0,0,14,0,17,0
20114,8768,BJS Volume glamor lift & stretch mascara,3304.2,3616304867163.00,3499,2379,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,0
20266,8775,BJS - Rouge Velvet The Lipstick Berry Formidable # 11,3304.1,3616304781407.00,5350,3638,Commercial,Bourjois,2,1,0,0,0,1,0,0,4,0
20272,8778,BJS - Rouge Velvet The Lipstick Nohalicious # 13,3304.1,3616304781377.00,5350,3638,Commercial,Bourjois,1,1,0,0,0,1,0,0,3,0
20346,8779,BJS - Always Fabulous Compact Powder 125 Ivory,3304.911,3616305133052.00,5599,3807,Commercial,Bourjois,5,0,0,0,0,0,1,0,6,0
20641,8781,BJS - Eyebrow gel Brow Max Reveal - 01 Clear,3304.2,3616305344373.00,4470,3040,Commercial,Bourjois,4,0,0,0,0,0,4,0,8,0
20642,8782,BJS - Eyebrow gel Brow Max Reveal - 02 Blonde,3304.2,3616305344380.00,4470,3040,Commercial,Bourjois,3,0,0,0,0,0,11,0,14,0
20643,8783,BJS - Eyebrow gel Brow Max Reveal - 03 Medium Brown,3304.2,3616305344410.00,4470,3040,Commercial,Bourjois,6,0,0,0,0,0,1,0,7,0
20644,8784,BJS - Eyebrow gel Brow Max Reveal - 04 Black Brown,3304.2,3616305344397.00,4470,3040,Commercial,Bourjois,3,0,0,0,0,0,3,0,6,0
20646,8786,BJS - Healthy Mix serum Roll-on Concealer - 53 Golden Beige,3304.919,3616305333612.00,5190,3529,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,0
20647,8787,BJS - Healthy Mix serum Roll-on Concealer - 54 Sun Bronze,3304.919,3616305333636.00,5190,3529,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,0
20648,8788,BJS - Twist Up The Volume Mascara - 03 Ultra-Blue,3304.2,3616305492456.00,4790,3257,Commercial,Bourjois,4,0,0,0,0,0,0,0,4,0
20726,8799,BJS Promo Pack Velvet The Pencils X 3 Pcs,3304.999,3616304553530.00,6310,4291,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,0
20727,8798,BJS Promo Pack Velvet Contour Lip Liner & Rouge Velvet The LPK 24-Pari Sienne,3304.1,3616305513113.00,8500,5780,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,0
20728,8797,BJS Promo Pack Velvet Contour Lip Liner & Rouge Velvet The LPK 19-Place Des Roses,3304.1,3616305513120.00,8500,5780,Commercial,Bourjois,3,0,0,0,0,0,4,0,7,0
20729,8796,BJS Promo Pack Velvet Contour Lip Liner & Rouge Velvet The LPK 13-Nohalicious,3304.1,3616305513151.00,8500,5780,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,0
20730,8795,BJS Healthy Mix Clean Waterproof Mascara 001,3304.2,3616305708878.00,3500,2380,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,0
20732,8790,BJS Always Fabulous Air Mat Foundation - 02 Vanilla,3304.919,3616306003743.00,6000,4080,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,0
20733,8791,BJS Always Fabulous Air Mat Foundation - 03 Light Beige,3304.919,3616306003798.00,6000,4080,Commercial,Bourjois,2,0,0,0,0,0,18,0,20,0
20734,8792,BJS Always Fabulous Air Mat Foundation - 04 Beige,3304.919,3616306003842.00,6000,4080,Commercial,Bourjois,3,0,0,0,0,0,38,0,41,0
20735,8793,BJS Always Fabulous Air Mat Foundation - 05 Golden Beige,3304.919,3616306003897.00,6000,4080,Commercial,Bourjois,3,0,0,0,0,0,40,0,43,0
20736,8794,BJS Always Fabulous Air Mat Foundation - 06 Golden Sun,3304.919,3616306003941.00,6000,4080,Commercial,Bourjois,3,0,0,0,0,0,22,0,25,0
21009,8808,BJS - Rouge Velvet The Lipstick - 46 Honey Nougat,3304.1,3616306373433.00,6000,4080,Commercial,Bourjois,3,0,0,0,0,0,1,0,4,0
21010,8809,BJS - Rouge Velvet The Lipstick - 47 Rose Brul,3304.1,3616306373389.00,6000,4080,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,0
21011,8810,BJS - Rouge Velvet The Lipstick - 48 Mocha Mour,3304.1,3616306373402.00,6000,4080,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,0
21012,8811,BJS - Rouge Velvet The Lipstick - 50 Rouge Tatin,3304.1,3616306373341.00,6000,4080,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,0
21013,8812,BJS - Rouge Velvet The Lipstick - 51 Chocoquette,3304.1,3616306373426.00,6000,4080,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,0
21014,8813,BJS - Rouge Velvet The Lipstick - 52 Spicy Fig,3304.1,3616306373396.00,6000,4080,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,0
21015,8814,BJS - Rouge Velvet The Lipstick - 53 Caramel Sale,3304.1,3616306373358.00,6000,4080,Commercial,Bourjois,2,0,0,0,0,0,0,0,2,0
21016,8815,BJS - Rouge Velvet The Lipstick - 54 Cherry D Amour,3304.1,3616306373419.00,6000,4080,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,0
21018,8817,BJS - Healthy Mix BB Cream - 02 Vanilla,3304.911,3616305703224.00,5700,3876,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,0
21019,8818,BJS - Little Round Pot Blush - 18 Rouge Ravissant,3304.999,3616305757586.00,5500,3740,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,0
21113,8819,BJS - Vol glam Eyeshadow Palette Cherry Glamour,3304.2,3616306088245.00,4320,2938,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,0
21114,8820,BJS - Vol glam Eyeshadow Palette Gold Glamour,3304.2,3616306088238.00,4320,2938,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,0
21115,8821,BJS - Vol glam Eyeshadow Palette Rose Glamour,3304.2,3616306088252.00,4320,2938,Commercial,Bourjois,1,0,0,0,0,0,0,0,1,0
8096,9294,BJS 123 PERF RG STICK CONC 19 IV - Tester,0,0.00,0,0,Tester,Bourjois,0,0,0,0,0,0,9,0,9,Ongoing
11645,8644,ROUGE VELVET INK LIPSTICK - 17 - GRENAD-DICT,0,3614228410984.00,3475,2525,Commercial,Bourjois,3,0,0,0,0,0,0,0,3,Ongoing
20889,202332,MON BOURJOIS LA FANTASTIQUE EDP 50ML,0,3616303393052.00,4400,2816,Commercial,BOURJOIS FRAGRANCE,0,0,0,0,0,0,6,0,6,
20890,202333,MON BOURJOIS LA FORMIDABLE EDP 50ML,0,3616303393069.00,4400,2816,Commercial,BOURJOIS FRAGRANCE,0,0,0,0,0,0,6,0,6,
20959,202363,MON BOURJOIS OUD FABULEUX EDP 100ML,0,3616303393083.00,6200,3968,Commercial,BOURJOIS FRAGRANCE,0,0,0,0,0,0,6,0,6,
20960,202364,MON BOURJOIS ROSE EXQUISE EDP 100ML,0,3616303393090.00,6200,3968,Commercial,BOURJOIS FRAGRANCE,0,0,0,0,0,0,6,0,6,
20961,202365,MON BOURJOIS LA CAPTIVANTE EDP 50ML,0,3616304827181.00,4400,2816,Commercial,BOURJOIS FRAGRANCE,0,0,0,0,0,0,6,0,6,
20483,202202,BBY TOUCH FOR WOMEN EDP 100ML,0,3614226905000.00,24000,14400,Commercial,BURBERRY,0,0,0,0,0,0,2,0,2,
20484,202203,BBY BRIT FOR HIM EDT 100ml,0,3614226905154.00,23500,14100,Commercial,BURBERRY,0,0,0,0,0,0,1,0,1,
20485,202204,BBY BRIT FOR HER EDT 100ml,0,3614226905253.00,23500,14100,Commercial,BURBERRY,0,0,0,0,0,0,1,0,1,
20486,202205,BBY FOR MEN EDT 100ML,0,3614226905758.00,21500,12900,Commercial,BURBERRY,0,0,0,0,0,0,2,0,2,
20490,202209,BBY HERO EDP 100ml,0,3614228838016.00,38500,21560,Commercial,BURBERRY,0,0,0,0,0,0,1,0,1,
20491,202210,BBY MY BURBERRY BLACK PARFUM 90ml,0,3614229829006.00,38000,22800,Commercial,BURBERRY,0,0,0,0,0,0,1,0,1,
20494,202213,BBY HER LONDON DREAM EDP 50ml,0,3616300892435.00,32000,19200,Commercial,BURBERRY,0,0,0,0,0,0,1,0,1,
20701,202244,BBY MR BURBERRY EDP 150ML,0,3616301838203.00,45000,27000,Commercial,BURBERRY,0,0,0,0,0,0,1,0,1,
20703,202246,BBY BURBERRY FOR WOMAN EDP 100ML,0,3614226905666.00,26000,15600,Commercial,BURBERRY,0,0,0,0,0,0,2,0,2,
10321,22023,Calvin Klein Eternity Aqua for Men EDT 100ml,0,3607342107977.00,12300,7380,Commercial,Calvin Klein,0,0,0,0,0,0,1,0,1,0
13780,22088,CK DEFY EDP 200ML (NEW),0,3616302016693.00,26000,15600,Commercial,Calvin Klein,0,0,0,0,0,0,1,0,1,Regular
19686,22115,CK ONE EDT 100ML,0,88300107407.00,17650,9319,Commercial,Calvin Klein,0,0,0,0,0,0,1,0,1,
10893,200333,COPPER EDT SPRAY 100ml,0,3760217580074.00,0,945,Commercial,ENGLISH BLAZER,0,0,0,0,0,11,0,0,11,PSL
10896,200336,ORIGINAL EDT SPRAY 100ml,0,5030147574503.00,0,945,Commercial,ENGLISH BLAZER,0,0,0,0,0,1,0,0,1,PSL
10899,200339,BLACK (EDT SPRAY 100ml+DEO SPRAY 150ml),0,6297000402048.00,0,1200,Commercial,ENGLISH BLAZER,0,0,0,0,0,6,0,0,6,PSL
10901,200341,COPPER (EDT SPRAY 100ml+DEO SPRAY 150ml),0,6297000402048.00,0,1200,Commercial,ENGLISH BLAZER,0,0,0,0,0,13,0,0,13,PSL
10902,200342,EMPIRE (EDT SPRAY 100ml+DEO SPRAY 150ml),0,6297000402048.00,0,1200,Commercial,ENGLISH BLAZER,0,0,0,0,0,7,0,0,7,PSL
10903,200343,GOLD (EDT SPRAY 100ml+DEO SPRAY 150ml),0,6297000402048.00,0,1200,Commercial,ENGLISH BLAZER,0,0,0,0,0,3,0,0,3,PSL
